"Four-Year Graduation Rates, 2011-12"
"All Districts, High Needs Status"

"",,,"Non-Graduates",,,
"Meriden School District","Non-High Needs",180,"*","*",15,8.3
"Middletown School District","High Needs",188,"*","*",37,19.7
"Middletown School District","Non-High Needs",159,"*","*",13,8.2
"Milford School District","High Needs",210,34,16.2,"*","*"
"Milford School District","Non-High Needs",305,12,3.9,"*","*"
"Monroe School District","High Needs",48,"*","*","*","*"
"Monroe School District","Non-High Needs",291,"*","*","*","*"
"Montville School District","High Needs",95,"*","*","*","*"
"Montville School District","Non-High Needs",128,"*","*","*","*"
"Naugatuck School District","High Needs",180,"*","*",32,17.8
"Naugatuck School District","Non-High Needs",188,"*","*",10,5.3
"New Britain School District","High Needs",538,"*","*",157,29.2
"New Britain School District","Non-High Needs",126,"*","*",13,10.3
"New Canaan School District","High Needs",50,"*","*","*","*"
"New Canaan School District","Non-High Needs",279,"*","*","*","*"
"New Fairfield School District","High Needs",55,"*","*","*","*"
"New Fairfield School District","Non-High Needs",177,"*","*","*","*"
"New Haven School District","High Needs",1210,"*","*",254,21.0
"New Haven School District","Non-High Needs",122,"*","*",22,18.0
"New London School District","High Needs","*","*","*","*","*"
"New London School District","Non-High Needs","*","*","*","*","*"
"New Milford School District","High Needs",108,"*","*",10,9.3
"New Milford School District","Non-High Needs",282,"*","*",12,4.3
"Newington School District","High Needs",107,"*","*",11,10.3
"Newington School District","Non-High Needs",231,"*","*",9,3.9
"Newtown School District","High Needs",60,"*","*","*","*"
"Newtown School District","Non-High Needs",346,"*","*","*","*"
"North Branford School District","High Needs",33,"*","*","*","*"
"North Branford School District","Non-High Needs",129,"*","*","*","*"
"North Haven School District","High Needs",71,"*","*","*","*"
"North Haven School District","Non-High Needs",221,"*","*","*","*"
"North Stonington School District","High Needs",15,"*","*","*","*"
"North Stonington School District","Non-High Needs",39,"*","*","*","*"
"Norwalk School District","High Needs",441,"*","*",70,15.9
"Norwalk School District","Non-High Needs",432,"*","*",26,6.0
"Norwich Free Academy District","High Needs",256,"*","*",54,21.1
"Norwich Free Academy District","Non-High Needs",389,"*","*",27,6.9
"Norwich School District","High Needs",61,"*","*","*","*"
"Norwich School District","Non-High Needs",6,"*","*","*","*"
"Old Saybrook School District","High Needs",33,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",111,"*","*","*","*"
"Oxford School District","High Needs",23,"*","*","*","*"
"Oxford School District","Non-High Needs",123,"*","*","*","*"
"Plainfield School District","High Needs",97,"*","*","*","*"
"Plainfield School District","Non-High Needs",106,"*","*","*","*"
"Plainville School District","High Needs",79,"*","*","*","*"
"Plainville School District","Non-High Needs",128,"*","*","*","*"
"Plymouth School District","High Needs",57,"*","*","*","*"
"Plymouth School District","Non-High Needs",82,"*","*","*","*"
"Portland School District","High Needs",28,"*","*","*","*"
"Portland School District","Non-High Needs",64,"*","*","*","*"
"Putnam School District","High Needs",38,"*","*","*","*"
"Putnam School District","Non-High Needs",27,"*","*","*","*"
"Regional School District 01","High Needs",49,"*","*","*","*"
"Regional School District 01","Non-High Needs",91,"*","*","*","*"
"Regional School District 04","High Needs",35,"*","*","*","*"
"Regional School District 04","Non-High Needs",125,"*","*","*","*"
"Regional School District 05","High Needs",69,"*","*","*","*"
"Regional School District 05","Non-High Needs",365,"*","*","*","*"
"Regional School District 06","High Needs",21,"*","*","*","*"
"Regional School District 06","Non-High Needs",66,"*","*","*","*"
"Regional School District 07","High Needs",50,"*","*","*","*"
"Regional School District 07","Non-High Needs",155,"*","*","*","*"
"Regional School District 08","High Needs",54,"*","*",6,11.1
"Regional School District 08","Non-High Needs",242,"*","*",7,2.9
"Regional School District 09","High Needs",37,"*","*","*","*"
"Regional School District 09","Non-High Needs",201,"*","*","*","*"
"Regional School District 10","High Needs",34,"*","*","*","*"
"Regional School District 10","Non-High Needs",196,"*","*","*","*"
"Regional School District 11","High Needs",23,"*","*","*","*"
"Regional School District 11","Non-High Needs",19,"*","*","*","*"
"Regional School District 12","High Needs",20,"*","*","*","*"
"Regional School District 12","Non-High Needs",54,"*","*","*","*"
"Regional School District 13","High Needs",28,"*","*","*","*"
"Regional School District 13","Non-High Needs",114,"*","*","*","*"
"Regional School District 14","High Needs",34,"*","*","*","*"
"Regional School District 14","Non-High Needs",161,"*","*","*","*"
"Regional School District 15","High Needs",64,"*","*","*","*"
"Regional School District 15","Non-High Needs",265,"*","*","*","*"
"Regional School District 16","High Needs",56,"*","*","*","*"
"Regional School District 16","Non-High Needs",141,"*","*","*","*"
"Regional School District 17","High Needs",42,"*","*","*","*"
"Regional School District 17","Non-High Needs",148,"*","*","*","*"
"Regional School District 18","High Needs",21,"*","*","*","*"
"Regional School District 18","Non-High Needs",83,"*","*","*","*"
"Regional School District 19","High Needs",87,"*","*",9,10.3
"Regional School District 19","Non-High Needs",211,"*","*",9,4.3
"Ridgefield School District","High Needs",69,"*","*","*","*"
"Ridgefield School District","Non-High Needs",374,"*","*","*","*"
"Rocky Hill School District","High Needs",44,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",164,"*","*","*","*"
"Seymour School District","High Needs",51,"*","*","*","*"
"Seymour School District","Non-High Needs",103,"*","*","*","*"
"Shelton School District","High Needs",104,"*","*",14,13.5
"Shelton School District","Non-High Needs",324,"*","*",8,2.5
"Simsbury School District","High Needs",74,"*","*","*","*"
"Simsbury School District","Non-High Needs",333,"*","*","*","*"
"Somers School District","High Needs",22,"*","*","*","*"
"Somers School District","Non-High Needs",120,"*","*","*","*"
"South Windsor School District","High Needs",83,"*","*","*","*"
"South Windsor School District","Non-High Needs",303,"*","*","*","*"
"Southington School District","High Needs",144,"*","*","*","*"
"Southington School District","Non-High Needs",354,"*","*","*","*"
"Stafford School District","High Needs",55,"*","*",6,10.9
"Stafford School District","Non-High Needs",87,"*","*",8,9.2
"Stamford Academy District","High Needs","*","*","*","*","*"
"Stamford Academy District","Non-High Needs","*","*","*","*","*"
"Stamford School District","High Needs",708,"*","*",84,11.9
"Stamford School District","Non-High Needs",478,"*","*",22,4.6
"Stonington School District","High Needs",45,"*","*","*","*"
"Stonington School District","Non-High Needs",137,"*","*","*","*"
"Stratford School District","High Needs",284,"*","*",40,14.1
"Stratford School District","Non-High Needs",301,"*","*",10,3.3
"Suffield School District","High Needs",43,"*","*","*","*"
"Suffield School District","Non-High Needs",164,"*","*","*","*"
"The Bridge Academy District","High Needs",42,"*","*","*","*"
"The Gilbert School District","High Needs",39,"*","*","*","*"
"The Gilbert School District","Non-High Needs",52,"*","*","*","*"
"Thomaston School District","High Needs",38,"*","*","*","*"
"Thomaston School District","Non-High Needs",54,"*","*","*","*"
"Thompson School District","High Needs",37,"*","*","*","*"
"Thompson School District","Non-High Needs",64,"*","*","*","*"
"Tolland School District","High Needs",31,"*","*","*","*"
"Tolland School District","Non-High Needs",199,"*","*","*","*"
"Torrington School District","High Needs",146,"*","*",37,25.3
"Torrington School District","Non-High Needs",155,"*","*",8,5.2
"Trumbull School District","High Needs",100,"*","*","*","*"
"Trumbull School District","Non-High Needs",443,"*","*","*","*"
"Unified School District #1","High Needs",522,"*","*",366,70.1
"Unified School District #1","Non-High Needs",9,"*","*",7,77.8
"Unified School District #2","High Needs","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*"
"Vernon School District","High Needs",113,"*","*",21,18.6
"Vernon School District","Non-High Needs",153,"*","*",11,7.2
"Wallingford School District","High Needs",147,"*","*",18,12.2
"Wallingford School District","Non-High Needs",390,"*","*",6,1.5
"Waterbury School District","High Needs",1101,"*","*",367,33.3
"Waterbury School District","Non-High Needs",175,"*","*",38,21.7
"Waterford School District","High Needs",67,"*","*","*","*"
"Waterford School District","Non-High Needs",174,"*","*","*","*"
"Watertown School District","High Needs",76,"*","*","*","*"
"Watertown School District","Non-High Needs",156,"*","*","*","*"
"West Hartford School District","High Needs",241,"*","*",19,7.9
"West Hartford School District","Non-High Needs",512,"*","*",8,1.6
"West Haven School District","High Needs",262,"*","*",74,28.2
"West Haven School District","Non-High Needs",129,"*","*",18,14.0
"Westbrook School District","High Needs",18,"*","*","*","*"
"Westbrook School District","Non-High Needs",64,"*","*","*","*"
"Weston School District","High Needs",29,"*","*","*","*"
"Weston School District","Non-High Needs",162,"*","*","*","*"
"Westport School District","High Needs",80,"*","*","*","*"
"Westport School District","Non-High Needs",349,"*","*","*","*"
"Wethersfield School District","High Needs",81,"*","*",9,11.1
"Wethersfield School District","Non-High Needs",211,"*","*",7,3.3
"Wilton School District","High Needs",37,"*","*","*","*"
"Wilton School District","Non-High Needs",276,"*","*","*","*"
"Windham School District","High Needs",135,"*","*","*","*"
"Windham School District","Non-High Needs",46,"*","*","*","*"
"Windsor Locks School District","High Needs",62,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",86,"*","*","*","*"
"Windsor School District","High Needs",132,13,9.8,22,16.7
"Windsor School District","Non-High Needs",189,7,3.7,6,3.2
"Wolcott School District","High Needs",79,"*","*","*","*"
"Wolcott School District","Non-High Needs",140,"*","*","*","*"
"Woodstock Academy District","High Needs",52,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",233,"*","*","*","*"

