"Four-Year Graduation Rates, 2014-15"
"All Districts, High Needs Status"

"",,,"Graduates",,"Non-Graduates",,,
"Newington School District","High Needs",135,116,85.9,"*","*","*","*"
"Newington School District","Non-High Needs",223,216,96.9,"*","*","*","*"
"Newtown School District","High Needs",74,56,75.7,"*","*","*","*"
"Newtown School District","Non-High Needs",379,376,99.2,"*","*","*","*"
"North Branford School District","High Needs",57,47,82.5,"*","*","*","*"
"North Branford School District","Non-High Needs",109,108,99.1,"*","*","*","*"
"North Haven School District","High Needs",85,64,75.3,"*","*","*","*"
"North Haven School District","Non-High Needs",211,206,97.6,"*","*","*","*"
"North Stonington School District","High Needs",14,11,78.6,"*","*","*","*"
"North Stonington School District","Non-High Needs",37,36,97.3,"*","*","*","*"
"Norwalk School District","High Needs",474,398,84.0,"*","*",52,11.0
"Norwalk School District","Non-High Needs",402,387,96.3,"*","*",14,3.5
"Norwich Free Academy District","High Needs",312,245,78.5,"*","*","*","*"
"Norwich Free Academy District","Non-High Needs",278,272,97.8,"*","*","*","*"
"Old Saybrook School District","High Needs",30,25,83.3,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",96,95,99.0,"*","*","*","*"
"Oxford School District","High Needs",23,16,69.6,"*","*","*","*"
"Oxford School District","Non-High Needs",102,100,98.0,"*","*","*","*"
"Plainfield School District","High Needs",96,66,68.8,"*","*","*","*"
"Plainfield School District","Non-High Needs",72,71,98.6,"*","*","*","*"
"Plainville School District","High Needs",86,69,80.2,"*","*","*","*"
"Plainville School District","Non-High Needs",96,93,96.9,"*","*","*","*"
"Plymouth School District","High Needs",54,41,75.9,"*","*","*","*"
"Plymouth School District","Non-High Needs",67,65,97.0,"*","*","*","*"
"Portland School District","High Needs",30,22,73.3,"*","*","*","*"
"Portland School District","Non-High Needs",62,61,98.4,"*","*","*","*"
"Putnam School District","High Needs",47,39,83.0,"*","*","*","*"
"Putnam School District","Non-High Needs",18,17,94.4,"*","*","*","*"
"Regional School District 01","High Needs",33,30,90.9,"*","*","*","*"
"Regional School District 01","Non-High Needs",54,52,96.3,"*","*","*","*"
"Regional School District 04","High Needs",41,37,90.2,"*","*","*","*"
"Regional School District 04","Non-High Needs",141,139,98.6,"*","*","*","*"
"Regional School District 05","High Needs",66,58,87.9,"*","*","*","*"
"Regional School District 05","Non-High Needs",351,344,98.0,"*","*","*","*"
"Regional School District 06","High Needs",19,16,84.2,"*","*","*","*"
"Regional School District 06","Non-High Needs",68,67,98.5,"*","*","*","*"
"Regional School District 07","High Needs",32,28,87.5,"*","*","*","*"
"Regional School District 07","Non-High Needs",111,111,100.0,"*","*","*","*"
"Regional School District 08","High Needs",56,42,75.0,"*","*","*","*"
"Regional School District 08","Non-High Needs",213,207,97.2,"*","*","*","*"
"Regional School District 09","High Needs",40,34,85.0,"*","*","*","*"
"Regional School District 09","Non-High Needs",216,212,98.1,"*","*","*","*"
"Regional School District 10","High Needs",31,26,83.9,"*","*","*","*"
"Regional School District 10","Non-High Needs",160,157,98.1,"*","*","*","*"
"Regional School District 11","High Needs",23,22,95.7,"*","*","*","*"
"Regional School District 11","Non-High Needs",28,28,100.0,"*","*","*","*"
"Regional School District 12","High Needs",19,17,89.5,"*","*","*","*"
"Regional School District 12","Non-High Needs",53,53,100.0,"*","*","*","*"
"Regional School District 13","High Needs",45,32,71.1,"*","*","*","*"
"Regional School District 13","Non-High Needs",109,109,100.0,"*","*","*","*"
"Regional School District 14","High Needs",42,40,95.2,"*","*","*","*"
"Regional School District 14","Non-High Needs",147,146,99.3,"*","*","*","*"
"Regional School District 15","High Needs",51,41,80.4,"*","*","*","*"
"Regional School District 15","Non-High Needs",242,237,97.9,"*","*","*","*"
"Regional School District 16","High Needs",32,27,84.4,"*","*","*","*"
"Regional School District 16","Non-High Needs",135,131,97.0,"*","*","*","*"
"Regional School District 17","High Needs",35,29,82.9,"*","*","*","*"
"Regional School District 17","Non-High Needs",133,133,100.0,"*","*","*","*"
"Regional School District 18","High Needs",20,16,80.0,"*","*","*","*"
"Regional School District 18","Non-High Needs",69,68,98.6,"*","*","*","*"
"Regional School District 19","High Needs",83,66,79.5,"*","*","*","*"
"Regional School District 19","Non-High Needs",209,201,96.2,"*","*","*","*"
"Ridgefield School District","High Needs",77,66,85.7,"*","*","*","*"
"Ridgefield School District","Non-High Needs",369,363,98.4,"*","*","*","*"
"Rocky Hill School District","High Needs",53,45,84.9,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",143,136,95.1,"*","*","*","*"
"Seymour School District","High Needs",60,46,76.7,"*","*","*","*"
"Seymour School District","Non-High Needs",88,86,97.7,"*","*","*","*"
"Shelton School District","High Needs",136,117,86.0,"*","*","*","*"
"Shelton School District","Non-High Needs",234,231,98.7,"*","*","*","*"
"Simsbury School District","High Needs",91,78,85.7,"*","*","*","*"
"Simsbury School District","Non-High Needs",291,286,98.3,"*","*","*","*"
"Somers School District","High Needs",22,16,72.7,"*","*","*","*"
"Somers School District","Non-High Needs",108,106,98.1,"*","*","*","*"
"South Windsor School District","High Needs",90,69,76.7,"*","*",9,10.0
"South Windsor School District","Non-High Needs",265,259,97.7,"*","*",6,2.3
"Southington School District","High Needs",158,127,80.4,"*","*",10,6.3
"Southington School District","Non-High Needs",361,355,98.3,"*","*",6,1.7
"Stafford School District","High Needs",32,27,84.4,"*","*","*","*"
"Stafford School District","Non-High Needs",60,58,96.7,"*","*","*","*"
"Stamford Academy District","High Needs","*","*","*","*","*","*","*"
"Stamford Academy District","Non-High Needs","*","*","*","*","*","*","*"
"Stamford School District","High Needs",769,630,81.9,"*","*",71,9.2
"Stamford School District","Non-High Needs",448,434,96.9,"*","*",14,3.1
"Stonington School District","High Needs",66,50,75.8,"*","*","*","*"
"Stonington School District","Non-High Needs",134,131,97.8,"*","*","*","*"
"Stratford School District","High Needs",301,259,86.0,"*","*","*","*"
"Stratford School District","Non-High Needs",234,231,98.7,"*","*","*","*"
"Suffield School District","High Needs",55,47,85.5,"*","*","*","*"
"Suffield School District","Non-High Needs",157,156,99.4,"*","*","*","*"
"The Bridge Academy District","High Needs","*","*","*","*","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*","*","*","*","*"
"The Gilbert School District","High Needs",48,40,83.3,"*","*","*","*"
"The Gilbert School District","Non-High Needs",42,41,97.6,"*","*","*","*"
"Thomaston School District","High Needs",16,14,87.5,"*","*","*","*"
"Thomaston School District","Non-High Needs",47,47,100.0,"*","*","*","*"
"Thompson School District","High Needs",25,21,84.0,"*","*","*","*"
"Thompson School District","Non-High Needs",45,44,97.8,"*","*","*","*"
"Tolland School District","High Needs",43,33,76.7,"*","*","*","*"
"Tolland School District","Non-High Needs",169,168,99.4,"*","*","*","*"
"Torrington School District","High Needs",151,110,72.8,"*","*","*","*"
"Torrington School District","Non-High Needs",131,126,96.2,"*","*","*","*"
"Trumbull School District","High Needs",105,95,90.5,"*","*","*","*"
"Trumbull School District","Non-High Needs",429,429,100.0,"*","*","*","*"
"Unified School District #1","High Needs","*","*","*","*","*","*","*"
"Unified School District #1","Non-High Needs","*","*","*","*","*","*","*"
"Unified School District #2","High Needs","*","*","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*","*","*"
"Vernon School District","High Needs",119,89,74.8,"*","*",21,17.6
"Vernon School District","Non-High Needs",125,117,93.6,"*","*",7,5.6
"Wallingford School District","High Needs",167,138,82.6,"*","*","*","*"
"Wallingford School District","Non-High Needs",335,330,98.5,"*","*","*","*"
"Waterbury School District","High Needs",1175,778,66.2,"*","*",326,27.7
"Waterbury School District","Non-High Needs",169,152,89.9,"*","*",15,8.9
"Waterford School District","High Needs",60,49,81.7,"*","*","*","*"
"Waterford School District","Non-High Needs",156,152,97.4,"*","*","*","*"
"Watertown School District","High Needs",71,51,71.8,"*","*","*","*"
"Watertown School District","Non-High Needs",134,130,97.0,"*","*","*","*"
"West Hartford School District","High Needs",282,236,83.7,"*","*","*","*"
"West Hartford School District","Non-High Needs",456,452,99.1,"*","*","*","*"
"West Haven School District","High Needs",304,223,73.4,"*","*",64,21.1
"West Haven School District","Non-High Needs",120,106,88.3,"*","*",12,10.0
"Westbrook School District","High Needs",14,13,92.9,"*","*","*","*"
"Westbrook School District","Non-High Needs",64,63,98.4,"*","*","*","*"
"Weston School District","High Needs",30,25,83.3,"*","*","*","*"
"Weston School District","Non-High Needs",137,136,99.3,"*","*","*","*"
"Westport School District","High Needs",70,65,92.9,"*","*","*","*"
"Westport School District","Non-High Needs",392,391,99.7,"*","*","*","*"
"Wethersfield School District","High Needs",104,82,78.8,"*","*","*","*"
"Wethersfield School District","Non-High Needs",180,176,97.8,"*","*","*","*"
"Wilton School District","High Needs",62,52,83.9,"*","*","*","*"
"Wilton School District","Non-High Needs",268,265,98.9,"*","*","*","*"
"Windham School District","High Needs",100,77,77.0,"*","*","*","*"
"Windham School District","Non-High Needs",30,28,93.3,"*","*","*","*"
"Windsor Locks School District","High Needs",64,52,81.3,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",67,62,92.5,"*","*","*","*"
"Windsor School District","High Needs",144,113,78.5,"*","*","*","*"
"Windsor School District","Non-High Needs",166,160,96.4,"*","*","*","*"
"Wolcott School District","High Needs",56,52,92.9,"*","*","*","*"
"Wolcott School District","Non-High Needs",124,122,98.4,"*","*","*","*"
"Woodstock Academy District","High Needs",31,30,96.8,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",255,252,98.8,"*","*","*","*"

