"Four-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,"Graduates",
"Norwich Free Academy District","High Needs",292,222,76.0
"Norwich Free Academy District","Non-High Needs",321,311,96.9
"Old Saybrook School District","High Needs",41,33,80.5
"Old Saybrook School District","Non-High Needs",96,93,96.9
"Oxford School District","High Needs",21,17,81.0
"Oxford School District","Non-High Needs",153,151,98.7
"Plainfield School District","High Needs",89,65,73.0
"Plainfield School District","Non-High Needs",85,80,94.1
"Plainville School District","High Needs",85,67,78.8
"Plainville School District","Non-High Needs",91,89,97.8
"Plymouth School District","High Needs",56,41,73.2
"Plymouth School District","Non-High Needs",83,80,96.4
"Portland School District","High Needs",27,19,70.4
"Portland School District","Non-High Needs",85,85,100.0
"Putnam School District","High Needs",47,38,80.9
"Putnam School District","Non-High Needs",19,18,94.7
"Regional School District 01","High Needs",35,29,82.9
"Regional School District 01","Non-High Needs",86,79,91.9
"Regional School District 04","High Needs",33,31,93.9
"Regional School District 04","Non-High Needs",103,102,99.0
"Regional School District 05","High Needs",79,67,84.8
"Regional School District 05","Non-High Needs",341,337,98.8
"Regional School District 06","High Needs",33,30,90.9
"Regional School District 06","Non-High Needs",60,57,95.0
"Regional School District 07","High Needs",46,34,73.9
"Regional School District 07","Non-High Needs",165,161,97.6
"Regional School District 08","High Needs",76,62,81.6
"Regional School District 08","Non-High Needs",221,214,96.8
"Regional School District 09","High Needs",48,44,91.7
"Regional School District 09","Non-High Needs",204,198,97.1
"Regional School District 10","High Needs",43,35,81.4
"Regional School District 10","Non-High Needs",175,171,97.7
"Regional School District 11","High Needs",21,18,85.7
"Regional School District 11","Non-High Needs",19,19,100.0
"Regional School District 12","High Needs",26,21,80.8
"Regional School District 12","Non-High Needs",55,55,100.0
"Regional School District 13","High Needs",32,25,78.1
"Regional School District 13","Non-High Needs",102,100,98.0
"Regional School District 14","High Needs",44,38,86.4
"Regional School District 14","Non-High Needs",167,166,99.4
"Regional School District 15","High Needs",67,59,88.1
"Regional School District 15","Non-High Needs",262,259,98.9
"Regional School District 16","High Needs",49,38,77.6
"Regional School District 16","Non-High Needs",132,130,98.5
"Regional School District 17","High Needs",42,39,92.9
"Regional School District 17","Non-High Needs",111,111,100.0
"Regional School District 18","High Needs",13,11,84.6
"Regional School District 18","Non-High Needs",95,94,98.9
"Regional School District 19","High Needs",85,69,81.2
"Regional School District 19","Non-High Needs",208,204,98.1
"Ridgefield School District","High Needs",67,61,91.0
"Ridgefield School District","Non-High Needs",392,387,98.7
"Rocky Hill School District","High Needs",40,35,87.5
"Rocky Hill School District","Non-High Needs",143,133,93.0
"Seymour School District","High Needs",52,38,73.1
"Seymour School District","Non-High Needs",86,82,95.3
"Shelton School District","High Needs",110,84,76.4
"Shelton School District","Non-High Needs",259,253,97.7
"Simsbury School District","High Needs",82,63,76.8
"Simsbury School District","Non-High Needs",318,315,99.1
"Somers School District","High Needs",26,23,88.5
"Somers School District","Non-High Needs",105,104,99.0
"South Windsor School District","High Needs",79,62,78.5
"South Windsor School District","Non-High Needs",269,264,98.1
"Southington School District","High Needs",130,101,77.7
"Southington School District","Non-High Needs",382,377,98.7
"Stafford School District","High Needs",50,41,82.0
"Stafford School District","Non-High Needs",92,91,98.9
"Stamford Academy District","High Needs",57,14,24.6
"Stamford School District","High Needs",737,619,84.0
"Stamford School District","Non-High Needs",463,448,96.8
"Stonington School District","High Needs",54,42,77.8
"Stonington School District","Non-High Needs",123,123,100.0
"Stratford School District","High Needs",306,265,86.6
"Stratford School District","Non-High Needs",340,329,96.8
"Suffield School District","High Needs",43,37,86.0
"Suffield School District","Non-High Needs",171,167,97.7
"The Bridge Academy District","High Needs","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*"
"The Gilbert School District","High Needs",47,39,83.0
"The Gilbert School District","Non-High Needs",43,40,93.0
"Thomaston School District","High Needs",24,20,83.3
"Thomaston School District","Non-High Needs",48,47,97.9
"Thompson School District","High Needs",38,32,84.2
"Thompson School District","Non-High Needs",48,46,95.8
"Tolland School District","High Needs",37,28,75.7
"Tolland School District","Non-High Needs",192,181,94.3
"Torrington School District","High Needs",157,119,75.8
"Torrington School District","Non-High Needs",115,109,94.8
"Trumbull School District","High Needs",120,101,84.2
"Trumbull School District","Non-High Needs",435,432,99.3
"Unified School District #1","High Needs","*","*","*"
"Unified School District #1","Non-High Needs","*","*","*"
"Unified School District #2","High Needs","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*"
"Vernon School District","High Needs",136,89,65.4
"Vernon School District","Non-High Needs",163,157,96.3
"Wallingford School District","High Needs",144,113,78.5
"Wallingford School District","Non-High Needs",346,335,96.8
"Waterbury School District","High Needs",1163,758,65.2
"Waterbury School District","Non-High Needs",187,158,84.5
"Waterford School District","High Needs",50,36,72.0
"Waterford School District","Non-High Needs",153,151,98.7
"Watertown School District","High Needs",79,63,79.7
"Watertown School District","Non-High Needs",151,148,98.0
"West Hartford School District","High Needs",258,220,85.3
"West Hartford School District","Non-High Needs",483,477,98.8
"West Haven School District","High Needs",297,207,69.7
"West Haven School District","Non-High Needs",127,105,82.7
"Westbrook School District","High Needs",16,13,81.3
"Westbrook School District","Non-High Needs",56,56,100.0
"Weston School District","High Needs",27,23,85.2
"Weston School District","Non-High Needs",153,152,99.3
"Westport School District","High Needs",90,81,90.0
"Westport School District","Non-High Needs",362,361,99.7
"Wethersfield School District","High Needs",96,74,77.1
"Wethersfield School District","Non-High Needs",211,208,98.6
"Wilton School District","High Needs",47,41,87.2
"Wilton School District","Non-High Needs",254,251,98.8
"Windham School District","High Needs",142,96,67.6
"Windham School District","Non-High Needs",41,38,92.7
"Windsor Locks School District","High Needs",60,49,81.7
"Windsor Locks School District","Non-High Needs",78,77,98.7
"Windsor School District","High Needs",140,113,80.7
"Windsor School District","Non-High Needs",158,153,96.8
"Wolcott School District","High Needs",93,82,88.2
"Wolcott School District","Non-High Needs",152,151,99.3
"Woodstock Academy District","High Needs",42,36,85.7
"Woodstock Academy District","Non-High Needs",236,229,97.0

